adds,dist_min
"6414 Wythe Pl, Norfolk, VA 23508, USA",6.40357109234175
"858 Jamestown Crescent, Norfolk, VA 23508, USA",5.93221499115973
"9622 11th View St, Norfolk, VA 23503, USA",0.250808356654793
"9523 5th Bay St, Norfolk, VA 23518, USA",0.765619258635427
"9508 8th Bay St, Norfolk, VA 23518, USA",2.46610751519322
"315 E 39th St, Norfolk, VA 23504, USA",5.13041623171182
"1354 Andes Ct, Norfolk, VA 23502, USA",3.23048834594618
"609 Archcove Ct, Norfolk, VA 23502, USA",0.271127175638756
"6101 Studeley Ave, Norfolk, VA 23508, USA",16.6804856448427
"1111 Little Bay Ave, Norfolk, VA 23503, USA",5.8673542847576
"749 W Ocean View Ave, Norfolk, VA 23503, USA",6.92496390479166
"9535 17th Bay St, Norfolk, VA 23518, USA",25.2872756267762
"9543 16th Bay St, Norfolk, VA 23518, USA",8.80769857217616
"2944 Breezy Rd, Virginia Beach, VA 23451, USA",5.4496045074926
"3899 Old Shell Rd, Virginia Beach, VA 23452, USA",29.1749306896708
"2744 Dune Rd, Virginia Beach, VA 23451, USA",11.8964931298238
"3237 Stapleford Chase, Virginia Beach, VA 23452, USA",7.91955761476004
"1337 Starling Ct, Virginia Beach, VA 23451, USA",17.8252269726091
"7413 Dehlman Ave, Norfolk, VA 23505, USA",3.15952084247643
"9 11th View St, Norfolk, VA 23503, USA",0.435029888367911
"901 W Ocean View Ave, Norfolk, VA 23503, USA",3.18714743559548
"9529 4th Bay St, Norfolk, VA 23518, USA",3.13282224314395
"9500 8th Bay St, Norfolk, VA 23518, USA",0.149817949830432
"9537 6th Bay St, Norfolk, VA 23518, USA",1.16086701607448
"9534 17th Bay St, Norfolk, VA 23518, USA",10.9455464309847
"2949 Breezy Rd, Virginia Beach, VA 23451, USA",5.09206386750029
"2029 Thomas Bishop Ln, Virginia Beach, VA 23454, USA",41.2881045376136
"504 58th St, Virginia Beach, VA 23451, USA",5.57096756108894
"241-225 Grace St, Norfolk, VA 23510, USA",5.89166862445416
"1744 Hancock Ave, Norfolk, VA 23509, USA",16.7300316662388
"1708 Bourbon Ave, Norfolk, VA 23509, USA",14.7819124865396
"832 St Martin Dr, Virginia Beach, VA 23455, USA",24.3381842137247
"1200 Kittiwake Ct, Virginia Beach, VA 23451, USA",13.9794557023925
"800 US-58, Virginia Beach, VA 23451, USA",1.2645258475345
"6316 Richmond Pl, Norfolk, VA 23508, USA",7.77385231864875
"1044 N Lexan Crescent, Norfolk, VA 23508, USA",4.07576877169755
"1312 Sussex Pl, Norfolk, VA 23508, USA",8.31651948073749
"9623 11th View St, Norfolk, VA 23503, USA",1.69552959300681
"745 W Ocean View Ave, Norfolk, VA 23503, USA",13.1298031935181
"3220 Pretty Lake Ave, Norfolk, VA 23518, USA",0.342915548343214
"9554 12th Bay St, Norfolk, VA 23518, USA",1.19863009953503
"9534 5th Bay St, Norfolk, VA 23518, USA",38.7498110771528
"3514 Jonathan Ct, Norfolk, VA 23513, USA",11.3156214781216
"9561 16th Bay St, Norfolk, VA 23518, USA",10.4883735090521
"2956 Breezy Rd, Virginia Beach, VA 23451, USA",7.7439022660982
"2517 Broad Bay Rd, Virginia Beach, VA 23451, USA",2.6559689881075
"1410 Eleanor Ct, Norfolk, VA 23508, USA",29.609168938804
"1348 Bayonne St, Norfolk, VA 23505, USA",5.51331634085783
"1360 N Shore Rd, Norfolk, VA 23505, USA",3.98733875865062
"6164 Westwood Terrace, Norfolk, VA 23508, USA",3.71937224213939
"4200 Mayflower Rd, Norfolk, VA 23508, USA",6.54967161572078
"9516 7th Bay St, Norfolk, VA 23518, USA",8.74765201138755
"9550 5th Bay St, Norfolk, VA 23518, USA",18.2292835969632
"601 Mayflower Rd, Norfolk, VA 23508, USA",5.03639285786268
"4109 Holly Ave, Norfolk, VA 23504, USA",19.5328320325324
"9529 18th Bay St, Norfolk, VA 23518, USA",11.0087647215474
"3003 Lynnhaven Dr, Virginia Beach, VA 23451, USA",3.9959809702517
"2981 Lynnhaven Dr, Virginia Beach, VA 23451, USA",4.3791089932187
"1600 Meeting House Ln, Virginia Beach, VA 23455, USA",22.1469538433036
"300 Susan Constant Dr, Virginia Beach, VA 23451, USA",11.7239346758486
"1053 Ducking Point Trail, Virginia Beach, VA 23455, USA",21.010864445972
"946 Oriole Dr, Virginia Beach, VA 23451, USA",14.4156039742967
"921 Bobolink Dr, Virginia Beach, VA 23451, USA",5.03860642157109
"6035 Westwood Terrace, Norfolk, VA 23508, USA",2.14738069530887
"9631 10th View St, Norfolk, VA 23503, USA",15.5804211215109
"1001 W Ocean View Ave, Norfolk, VA 23503, USA",2.31703211592062
"922 Little Bay Ave, Norfolk, VA 23503, USA",2.28279707316968
"509 W Ocean View Ave, Norfolk, VA 23503, USA",3.95700401676707
"569 W Ocean View Ave, Norfolk, VA 23503, USA",8.90035029790664
"3218 Pretty Lake Ave, Norfolk, VA 23518, USA",10.793982591587
"633 New Hampshire Ave, Norfolk, VA 23508, USA",7.39121961581194
"4531 Dora Cir, Norfolk, VA 23513, USA",7.35183503178625
"9562 19th Bay St, Norfolk, VA 23518, USA",1.91643977428113
"9524 15th Bay St, Norfolk, VA 23518, USA",2.31893917787633
"3900 Pleasant Ave, Norfolk, VA 23518, USA",4.36247899107947
"3025 Lynnhaven Dr, Virginia Beach, VA 23451, USA",6.60654403204673
"2201 Oak St, Virginia Beach, VA 23451, USA",0.963364967089677
"725 Yarmouth St, Norfolk, VA 23510, USA",3.50355587965634
"730 Boush St, Norfolk, VA 23510, USA",42.1260936784809
"3037 Little Haven Rd, Virginia Beach, VA 23452, USA",24.7833364859343
"724 Oriole Dr, Virginia Beach, VA 23451, USA",0.191728373366023
"1601 Claud Ln, Norfolk, VA 23505, USA",3.47951525597733
"850 W 50th St, Norfolk, VA 23508, USA",0.197536312648087
