adds,dist_min
"117 Marine Rd, Waretown, NJ 08758, USA",3.1933389673819
"16 Mark Dr, Manahawkin, NJ 08050, USA",3.57177970999626
"2551 Circle Dr, Manahawkin, NJ 08050, USA",19.6137934146263
"259 Teakwood Dr, Bayville, NJ 08721, USA",6.26888814575666
"218 Dogwood Dr, Bayville, NJ 08721, USA",2.06584281151157
"183 Harbor Inn Rd, Bayville, NJ 08721, USA",0.252043764665495
"821 Sandpiper Dr, Lanoka Harbor, NJ 08734, USA",29.6653298205086
"240 22nd Ave, Seaside Park, NJ 08752, USA",4.5833105689047
"54 W 80th St, Harvey Cedars, NJ 08008, USA",0.657291891813832
"8404 Long Beach Blvd, Harvey Cedars, NJ 08008, USA",14.4640167046392
"27 W Essex Ave, Harvey Cedars, NJ 08008, USA",9.5800640433788
"17 Cedars Ave, Harvey Cedars, NJ 08008, USA",2.33465458448166
"337 N 5th St, Surf City, NJ 08008, USA",1.83815093863139
"30 S Burgee Dr, Little Egg Harbor Township, NJ 08087, USA",0.39268429873312
"466 Anchor Ave, Tuckerton, NJ 08087, USA",123.151776537489
"400 Kingfisher Rd, Tuckerton, NJ 08087, USA",27.7935496369459
"341 Kingfisher Rd, Tuckerton, NJ 08087, USA",10.4554504317735
"250 Heron Rd, Tuckerton, NJ 08087, USA",46.1299217517555
"80 Curlew Rd, Tuckerton, NJ 08087, USA",14.406902485961
"86 Curlew Rd, Tuckerton, NJ 08087, USA",75.1471614735362
"8 W 38th St, Beach Haven, NJ 08008, USA",1.46334060080521
"16 W Harmony Ave, Long Beach Township, NJ 08008, USA",6.1432710278128
"5605 Long Beach Blvd, Beach Haven, NJ 08008, USA",8.35183456109444
"5 W 53rd St, Beach Haven, NJ 08008, USA",0.93327455149548
"6 E 85th St, Long Beach Township, NJ 08008, USA",0.340086934494664
"401 Centre St, Beach Haven, NJ 08008, USA",4.17459013501939
"333 Pearl St, Beach Haven, NJ 08008, USA",5.07708464078016
"500 Liberty Ave, Beach Haven, NJ 08008, USA",7.49430182613942
"331 Holyoke Ave, Beach Haven, NJ 08008, USA",0.610644240677132
"605 Carroll Fox Rd, Brick Township, NJ 08724, USA",4.59242437310515
"1834 Compass Ct, Toms River, NJ 08753, USA",7.34727265698401
"123 W Chadwick Way, Lavallette, NJ 08735, USA",10.5594087383404
"632 Goose Pl, Toms River, NJ 08753, USA",3.57656641481883
"611 Riverside Dr, Toms River, NJ 08753, USA",34.367970051738
"646 E Longport Ave, Ocean Gate, NJ 08740, USA",4.11933324811384
"5 6th Terrace, Seaside Heights, NJ 08751, USA",26.0636083084914
"450 Hiering Ave, Seaside Heights, NJ 08751, USA",37.2469114067955
"301a Barnegat Ave, Seaside Heights, NJ 08751, USA",2.06744418620756
"302 Webster Ave, Seaside Heights, NJ 08751, USA",4.93210806437969
"97 Illinois Ave, Waretown, NJ 08758, USA",25.3529819108777
"124 Jeremy Ln, Manahawkin, NJ 08050, USA",12.2552935601045
"71 Nancy Dr, Manahawkin, NJ 08050, USA",30.1326847182112
"316 Morris Blvd, Manahawkin, NJ 08050, USA",10.439149876238
"60 Muriel Dr, Stafford Township, NJ 08050, USA",32.0415687145739
"1042 Jennifer Ln, Manahawkin, NJ 08050, USA",0.277152917341503
"8 Beatrice Dr, Manahawkin, NJ 08050, USA",4.28790604472388
"207 W 15th St, Ship Bottom, NJ 08008, USA",1.48785849169233
"240 Longview Dr, Bayville, NJ 08721, USA",4.09043513141512
"5 Antioch Rd, Long Beach Township, NJ 08008, USA",5.90938390755292
"501 N Barnegat Ave, Surf City, NJ 08008, USA",1.81838349503695
"327 N 6th St, Surf City, NJ 08008, USA",1.74919731396156
"16 W Sail Dr, Little Egg Harbor Township, NJ 08087, USA",6.90139390304639
"60 Ocean Blvd, Little Egg Harbor Township, NJ 08087, USA",3.60659925988803
"278 Dock Rd, West Creek, NJ 08092, USA",55.4069685414544
"114 W Kirkland Ave, Beach Haven, NJ 08008, USA",4.42475457003118
"4401 Long Beach Blvd, Long Beach Township, NJ 08008, USA",3.05769827012954
"21 W 44th St, Beach Haven, NJ 08008, USA",2.59101514173496
"6709 Long Beach Blvd, Long Beach Township, NJ 08008, USA",3.84154353693096
"1300 Waverly Ave, Beach Haven, NJ 08008, USA",17.7681424586521
"108 W 15th St, Long Beach Township, NJ 08008, USA",25.6920883622373
"1701 Bay Terrace, Long Beach Township, NJ 08008, USA",10.4208179211373
