adds,dist_min
"42 Old Jupiter Dr, Jupiter, FL 33477, USA",11.9146743076375
"1000 Seminole Blvd, North Palm Beach, FL 33408, USA",6.70025429434538
"North Palm Beach, FL, USA",351.73741445816
"225 Park Ave, Palm Beach, FL 33480, USA",7.0773333045473
"264 Seminole Ave, Palm Beach, FL 33480, USA",47.2187438059921
"346 Seaspray Ave, Palm Beach, FL 33480, USA",14.6210628974909
"218 Seabreeze Ave, Palm Beach, FL 33480, USA",1.5733457638499
"343 El Bravo Way, Palm Beach, FL 33480, USA",12.7756226651073
"434 Beach Curve Rd, Lantana, FL 33462, USA",6.47833077794255
"750 S Ocean Blvd, Lantana, FL 33462, USA",29.8937943896595
"1203 Mallard Dr, Briny Breezes, FL 33435, USA",30.2440166789767
"p206 S Heron Dr, Briny Breezes, FL 33435, USA",60.1029456443229
"12 Banyan Rd, Delray Beach, FL 33483, USA",19.7919446843179
"114 Sea Ln, Delray Beach, FL 33483, USA",19.9264022589937
"112 Basin Dr, Delray Beach, FL 33483, USA",2.44857420998155
"707 Seasage Dr, Delray Beach, FL 33483, USA",9.9901906274875
"501 Seagate Dr, Delray Beach, FL 33483, USA",12.0212599520765
"1040 Seasage Dr, Delray Beach, FL 33483, USA",9.53184978563187
"896 NE Mulberry Dr, Boca Raton, FL 33487, USA",14.7020702974883
"918 Marlin Cir, Jupiter, FL 33458, USA",7.81152851975438
"104 Magic Way, Jupiter, FL 33458, USA",4.44000622817299
"2371 Azure Cir, West Palm Beach, FL 33410, USA",10.6701897399876
"2081 Vista Dr, North Palm Beach, FL 33408, USA",0.728521857471986
"207 30th St, West Palm Beach, FL 33407, USA",1.17686417643662
"3301 N Flagler Dr, West Palm Beach, FL 33407, USA",5.96243774251389
"213-281 Sunrise Ave, Palm Beach, FL 33480, USA",8.38749511737381
"322 Clarke Ave, Palm Beach, FL 33480, USA",18.1287204636218
"223 Pendleton Ave, Palm Beach, FL 33480, USA",8.02887719652471
"219 Chilean Ave, Palm Beach, FL 33480, USA",8.22686617422829
"300 Australian Ave, Palm Beach, FL 33480, USA",3.46800346001268
"1126 N Atlantic Dr, Lantana, FL 33462, USA",4.57592788521058
"610 S Lake Dr, Lantana, FL 33462, USA",5.27724639868253
"607 N Atlantic Dr, Lantana, FL 33462, USA",12.0936155732687
"945 Brookdale Dr, Boynton Beach, FL 33435, USA",3.91081318931969
"208 Lark Dr, Briny Breezes, FL 33435, USA",123.723620346995
"1203 Sandoway Ln, Delray Beach, FL 33483, USA",6.02556728698272
"245 Venetian Dr, Delray Beach, FL 33483, USA",2.20697420126676
"1035 Lewis Cove, Delray Beach, FL 33483, USA",7.4232557617257
"5600 NE 7th Ave, Boca Raton, FL 33487, USA",9.96070720111975
"4301 Tranquility Dr, Highland Beach, FL 33487, USA",9.78301497988466
"891 Hickory Terrace, Boca Raton, FL 33486, USA",13.553406918976
"Old Town Hall, Jupiter, FL 33458, USA",14.6940164284757
"106 Eganfuskee St, Jupiter, FL 33477, USA",6.32297851491694
"102 Eganfuskee St, Jupiter, FL 33477, USA",1.44043342656258
"397 Old Jupiter Beach Rd, Jupiter, FL 33477, USA",26.163682273114
"2443 Casa De Marbella, Palm Beach Gardens, FL 33410, USA",11.2353043788055
"2830 N Flagler Dr, West Palm Beach, FL 33407, USA",7.99823072161983
"206 32nd St, West Palm Beach, FL 33407, USA",0.653715157660232
"269 Park Ave, Palm Beach, FL 33480, USA",60.9108094166482
"228 Seaspray Ave, Palm Beach, FL 33480, USA",16.1472333259485
"410 Chilean Ave, Palm Beach, FL 33480, USA",10.3358200820544
"100 Regents Park Rd, Palm Beach, FL 33480, USA",11.1553278277915
"65 18th Ave S, Lake Worth, FL 33460, USA",9.36228715124946
"1106 N Atlantic Dr, Lantana, FL 33462, USA",2.67665341964959
"38 Spanish River Dr, Boynton Beach, FL 33435, USA",7.43187898645081
"27 Hudson Ave, Ocean Ridge, FL 33435, USA",11.0382475410962
"100 Bay Dr, Briny Breezes, FL 33435, USA",4.04016256570795
"201 Lark Dr, Briny Breezes, FL 33435, USA",19.8272519163702
"3550 Gulf Stream Rd, Delray Beach, FL 33483, USA",7.76559217441998
"3737 Gulf Stream Rd, Delray Beach, FL 33483, USA",4.52144946261133
"104 Andrews Ave, Delray Beach, FL 33483, USA",12.5087725208479
"708 SE 8th Ct, Delray Beach, FL 33483, USA",11.498825523205
"812 Seasage Dr, Delray Beach, FL 33483, USA",12.1236185595877
